player_id,short_name,long_name,player_positions,overall,potential,age,dob,height_cm,weight_kg,nationality_name,club_name,league_id,league_name,preferred_foot,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,movement_reactions,mentality_composure,mentality_vision,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,player_traits
239837,Alexis Mac Allister,Alexis Mac Allister,"CM, CDM",87,88,27,1998-12-24,176,72,Argentina,Liverpool,13,Premier League,Right,3,3,66,82,85,85,78,76,89,86,86,7,10,14,15,10,,"Power Shot, Dead Ball, Gamechanger, Block, Press Proven, Pinged Pass+"
215698,Mike Maignan,Mike Maignan,GK,87,88,31,1995-07-03,191,89,France,Milano FC,,Serie A Enilive,Right,4,1,84,83,85,88,64,84,85,68,65,84,83,85,84,88,,"Long Ball Pass, Footwork, Deflector, Far Throw+"
222665,Martin Ødegaard,Martin Ødegaard,"CM, CAM",87,89,27,1998-12-17,178,68,Norway,Arsenal,13,Premier League,Left,2,5,68,79,88,87,67,65,88,87,90,14,15,15,8,10,,"Pinged Pass, Inventive, Technical, First Touch, Incisive Pass+"
220901,David Raya,David Raya Martin,GK,87,87,30,1995-09-15,183,75,Spain,Arsenal,13,Premier League,Right,3,1,86,84,87,87,62,85,84,68,68,86,84,87,85,87,,"Footwork, Cross Claimer+"
241651,Viktor Gyökeres,Viktor Gyökeres,ST,87,88,28,1998-06-04,189,94,Sweden,Arsenal,13,Premier League,Right,4,3,90,86,73,81,36,91,87,85,79,10,13,11,14,8,,"Finesse Shot, Power Shot, Acrobatic, Low Driven Shot, Press Proven, Quick Step, Enforcer+"
224232,Nicolò Barella,Nicolò Barella,CM,87,87,29,1997-02-07,175,68,Italy,Lombardia FC,,Serie A Enilive,Right,4,3,80,78,84,86,81,76,91,88,85,11,5,13,14,11,,"Incisive Pass, Pinged Pass, Long Ball Pass, Jockey, Intercept, Press Proven, Relentless+"
232293,Victor Osimhen,Victor Osimhen,ST,87,89,27,1998-12-29,186,77,Nigeria,Galatasaray,,Trendyol Süper Lig,Right,4,3,92,84,65,81,42,84,88,80,70,14,14,10,9,6,,"Chip Shot, Precision Header, Acrobatic, Gamechanger, Rapid"
252145,Nuno Mendes,Nuno Alexandre Tavares Mendes,"LB, LM",86,89,24,2002-06-19,180,70,Portugal,Paris SG,,Ligue 1 McDonald's,Left,4,3,95,65,76,82,80,77,83,82,72,7,8,8,12,15,,"Pinged Pass, Whipped Pass, Jockey, Anticipate, Rapid, Quick Step+"
205452,Antonio Rüdiger,Antonio Rüdiger,CB,86,86,33,1993-03-03,190,85,Germany,Real Madrid,53,LALIGA EA SPORTS,Right,3,2,79,55,72,70,84,86,85,80,61,14,15,10,12,8,,"Long Ball Pass, Jockey, Block, Bruiser, Aerial Fortress+"
247827,Michael Olise,Michael Olise,"RM, RW",86,88,24,2001-12-12,184,73,France,FC Bayern München,19,Bundesliga,Left,2,4,78,80,84,87,50,66,86,84,88,9,11,9,10,10,,"Finesse Shot, Whipped Pass, Inventive, Technical"
231281,Trent Alexander-Arnold,Trent Alexander-Arnold,"RB, RM",86,87,27,1998-10-07,180,69,England,Real Madrid,53,LALIGA EA SPORTS,Right,4,3,76,72,89,80,80,74,85,82,88,14,15,14,6,7,,"Dead Ball, Incisive Pass, Long Ball Pass, Relentless, Whipped Pass+"
239818,Rúben Dias,Rúben Santos Gato Alves Dias,CB,86,87,29,1997-05-14,187,82,Portugal,Manchester City,13,Premier League,Right,4,2,59,39,69,69,86,84,86,85,64,7,8,13,7,12,,"Long Ball Pass, Bruiser+"
211110,Paulo Dybala,Paulo Dybala,"CAM, ST",86,86,32,1993-11-15,177,75,Argentina,AS Roma,,Serie A Enilive,Left,3,5,80,85,84,87,41,64,86,89,88,5,4,4,5,8,,"Finesse Shot, Dead Ball, Incisive Pass, Inventive, Technical, First Touch, Gamechanger+"
247851,Bruno Guimarães,Bruno Guimarães Moura,"CM, CDM",86,87,28,1997-11-16,182,74,Brazil,Newcastle Utd,13,Premier League,Right,2,3,66,75,84,84,79,81,85,88,86,7,11,15,11,11,,"Gamechanger, Incisive Pass, Long Ball Pass, Press Proven, Relentless"
256196,Willian Pacho,Willian Pacho,CB,86,89,24,2001-10-16,188,81,Ecuador,Paris SG,,Ligue 1 McDonald's,Left,3,2,80,34,62,62,86,86,85,81,58,9,12,12,13,10,,"Jockey, Block, Anticipate, Bruiser+"
237678,Ibrahima Konaté,Ibrahima Konaté,CB,86,87,27,1999-05-25,194,95,France,Liverpool,13,Premier League,Right,3,3,77,34,63,69,86,85,85,80,64,9,7,9,9,15,,"Aerial Fortress, Bruiser"
208128,Hakan Çalhanoğlu,Hakan Çalhanoğlu,"CDM, CM",86,86,32,1994-02-08,178,69,Turkey,Lombardia FC,,Serie A Enilive,Right,5,4,71,81,87,82,81,73,87,85,89,9,14,11,6,10,,"Dead Ball, Long Ball Pass, Inventive, Technical, First Touch, Relentless, Incisive Pass+"
158023,Lionel Messi,Lionel Messi,"RW, ST, CAM, RM",86,86,39,1987-06-24,169,67,Argentina,Inter Miami CF,,MLS,Left,4,4,78,85,85,90,33,64,80,92,87,6,11,15,14,8,,"Finesse Shot, Dead Ball, Gamechanger, Incisive Pass, Technical, Quick Step, Tiki Taka+"
241096,Sandro Tonali,Sandro Tonali,"CDM, CM",86,88,26,2000-05-08,181,79,Italy,Newcastle Utd,13,Premier League,Right,4,3,79,74,82,80,81,83,84,84,79,13,9,8,7,7,,"Slide Tackle, Relentless, Enforcer"
256516,Nico Williams,Nicholas Williams Arthuer,"LM, RM, LW",86,89,24,2002-07-12,181,67,Spain,Athletic Club,53,LALIGA EA SPORTS,Right,5,4,93,76,80,87,36,66,82,78,82,9,13,12,12,14,,"Finesse Shot, Gamechanger, Inventive, Quick Step, Relentless, Rapid+"
240638,Tijjani Reijnders,Tijjani Reijnders,"CM, CDM, CAM",86,87,28,1998-07-29,185,73,Netherlands,Manchester City,13,Premier League,Right,4,4,79,79,82,85,77,77,85,84,84,6,10,9,14,9,,"Finesse Shot, Power Shot, Incisive Pass, Technical, Tiki Taka+"
192448,Marc-André ter Stegen,Marc-André ter Stegen,GK,86,86,34,1992-04-30,187,85,Germany,FC Barcelona,53,LALIGA EA SPORTS,Right,4,1,84,84,89,85,47,84,84,70,70,84,84,89,84,85,,"Long Ball Pass, Footwork, Rush Out"
235073,Gregor Kobel,Gregor Kobel,GK,86,89,28,1997-12-06,195,88,Switzerland,Borussia Dortmund,19,Bundesliga,Right,3,1,87,83,64,87,44,86,84,66,59,87,83,64,86,87,,"Far Throw, Deflector, Rush Out+"
210257,Ederson,Ederson Santana de Moraes,GK,85,85,33,1993-08-17,188,86,Brazil,Fenerbahçe,,Trendyol Süper Lig,Left,3,1,83,82,91,83,64,83,82,70,70,83,82,91,83,83,,"Pinged Pass, Cross Claimer, Long Ball Pass+"
226268,Federico Dimarco,Federico Dimarco,"LB, LM",85,85,28,1997-11-10,175,76,Italy,Lombardia FC,,Serie A Enilive,Left,4,3,80,78,84,82,79,77,83,78,80,9,8,12,7,7,,"Finesse Shot, Power Shot, Dead Ball, Low Driven Shot, Whipped Pass, First Touch"
237238,Scott McTominay,Scott McTominay,"CM, CAM",85,85,29,1996-12-08,193,88,Scotland,SSC Napoli,,Serie A Enilive,Right,3,3,76,82,77,80,80,85,86,80,79,9,6,6,10,11,,"Precision Header, Low Driven Shot, Incisive Pass, Aerial Fortress, Technical, Enforcer"
246104,Ryan Gravenberch,Ryan Gravenberch,"CDM, CM",85,88,24,2002-05-16,190,77,Netherlands,Liverpool,13,Premier League,Right,4,4,76,76,81,85,81,81,84,88,81,12,8,6,11,12,,"Intercept, Press Proven"
202811,Emiliano Martínez,Emiliano Martínez,GK,85,85,33,1992-09-02,195,88,Argentina,Aston Villa,13,Premier League,Right,4,1,83,82,82,85,56,85,81,69,67,83,82,82,85,85,,"Footwork, Rush Out"
272834,João Neves,João Pedro Gonçalves Neves,"CM, CDM",85,90,21,2004-09-27,174,66,Portugal,Paris SG,,Ligue 1 McDonald's,Right,4,3,74,69,80,84,82,83,83,85,84,8,7,5,13,13,,"Long Ball Pass, Tiki Taka, Aerial Fortress, Relentless, Press Proven+"
194765,Antoine Griezmann,Antoine Griezmann,"ST, LM, CAM",85,85,35,1991-03-21,176,67,France,Atlético de Madrid,,LALIGA EA SPORTS,Left,3,4,77,86,85,88,59,73,87,88,86,14,8,14,13,14,,"Finesse Shot, Gamechanger, Incisive Pass, Long Ball Pass, Inventive, Technical, Chip Shot+"
243014,Bryan Mbeumo,Bryan Mbeumo,"RW, RM, ST",85,86,27,1999-08-07,171,75,Cameroon,Man Utd,13,Premier League,Left,2,4,88,84,79,84,49,76,81,83,80,7,14,15,13,14,,"Inventive, Rapid, First Touch, Quick Step, Gamechanger+"
215914,N'Golo Kanté,N'Golo Kanté,"CDM, CM",85,85,35,1991-03-29,168,70,France,Al Ittihad,350,ROSHN Saudi League,Right,3,2,77,65,73,80,85,79,85,82,75,15,12,10,7,10,,"Press Proven, Relentless, Intercept+"
271421,Désiré Doué,Désiré Doué,"RW, LW, CM, RM",85,91,21,2005-06-03,181,79,France,Paris SG,,Ligue 1 McDonald's,Right,4,5,83,80,77,90,55,74,85,89,78,9,12,7,5,13,,"Gamechanger, Inventive, First Touch, Press Proven, Quick Step, Trickster+"
204963,Carvajal,Daniel Carvajal Ramos,"RB, RM",85,85,34,1992-01-11,173,73,Spain,Real Madrid,53,LALIGA EA SPORTS,Right,3,3,80,58,79,81,81,79,83,83,78,13,13,15,9,15,,"Whipped Pass, Block, Relentless"
230869,Unai Simón,Unai Simón Mendibil,GK,85,86,29,1997-06-11,190,89,Spain,Athletic Club,53,LALIGA EA SPORTS,Right,3,1,84,80,76,85,49,84,82,40,48,84,80,76,84,85,,"Pinged Pass, Footwork, Rush Out"
228093,Marcus Thuram,Marcus Thuram,ST,85,85,29,1997-08-06,192,80,France,Lombardia FC,,Serie A Enilive,Right,4,3,86,83,76,82,50,80,84,78,78,11,13,14,9,15,,"Precision Header, Aerial Fortress, Rapid"
185122,Péter Gulácsi,Péter Gulácsi,GK,85,85,36,1990-05-06,193,86,Hungary,RB Leipzig,19,Bundesliga,Right,2,1,83,83,74,84,43,87,82,45,44,83,83,74,87,84,,Footwork
241084,Luis Díaz,Luis Díaz,"LM, LW, ST",85,85,29,1997-01-13,180,73,Colombia,FC Bayern München,19,Bundesliga,Right,4,4,88,81,76,87,45,75,83,82,79,10,13,13,14,14,,"Low Driven Shot, Inventive, Technical, Quick Step"
193080,De Gea,David De Gea Quintana,GK,85,85,35,1990-11-07,192,76,Spain,Fiorentina,31,Serie A Enilive,Right,2,1,85,78,71,87,46,84,85,45,45,85,78,71,84,87,,"Far Throw, Footwork"
247819,Nico Schlotterbeck,Nico Schlotterbeck,CB,85,88,26,1999-12-01,191,86,Germany,Borussia Dortmund,19,Bundesliga,Left,2,2,74,60,75,73,85,82,84,78,72,8,10,8,14,13,,"Long Ball Pass, Jockey, Block, Anticipate, Long Throw, Slide Tackle+"
200104,Heung Min Son,Heung Min Son,"LW, ST, LM",85,85,34,1992-07-08,183,78,South Korea,LAFC,,MLS,Right,5,4,84,84,81,83,42,73,85,86,83,11,13,13,6,10,,"Low Driven Shot, Gamechanger, Whipped Pass, First Touch, Finesse Shot+"
237692,Phil Foden,Phil Foden,"RW, CM, LW, RM",85,88,26,2000-05-28,171,70,England,Manchester City,13,Premier League,Left,3,4,81,81,82,89,57,57,82,85,83,8,15,6,10,13,,"Low Driven Shot, Gamechanger, Inventive, Technical, First Touch"
226271,Fabián Ruiz,Fabián Ruiz Peña,"CM, CDM",85,85,30,1996-04-03,189,70,Spain,Paris SG,,Ligue 1 McDonald's,Left,3,3,61,77,80,81,75,72,85,82,84,16,11,7,13,13,,"Finesse Shot, Long Ball Pass, Tiki Taka, First Touch"
216393,Youri Tielemans,Youri Tielemans,"CM, CDM, CAM",85,85,29,1997-05-07,176,72,Belgium,Aston Villa,13,Premier League,Right,4,4,54,79,85,80,75,72,85,88,87,6,8,10,14,12,,"Power Shot, Incisive Pass, Press Proven, Pinged Pass+"
199503,Granit Xhaka,Granit Xhaka,"CDM, CM",85,85,33,1992-09-27,186,80,Switzerland,Sunderland,13,Premier League,Left,3,3,47,75,85,74,78,82,86,84,85,7,8,11,7,13,,"Finesse Shot, Power Shot, Incisive Pass, Aerial Fortress, Bruiser, Long Ball Pass+"
165153,Karim Benzema,Karim Benzema,"ST, CAM",85,85,38,1987-12-19,185,81,France,Al Ittihad,350,ROSHN Saudi League,Right,4,4,75,84,81,83,38,77,84,84,86,13,11,5,5,7,,"Finesse Shot, Gamechanger, Incisive Pass, First Touch, Relentless, Low Driven Shot+"
204525,Iñigo Martínez,Iñigo Martínez Berridi,CB,85,85,35,1991-05-17,182,76,Spain,Al Nassr,350,ROSHN Saudi League,Left,3,2,71,57,72,68,85,80,84,76,65,12,16,11,13,11,,"Long Ball Pass, Slide Tackle"
20801,Cristiano Ronaldo,C. Ronaldo dos Santos Aveiro,ST,85,85,41,1985-02-05,187,85,Portugal,Al Nassr,350,ROSHN Saudi League,Right,4,5,76,88,76,80,34,76,82,91,76,7,11,15,14,11,,"Precision Header, Acrobatic, Low Driven Shot, Gamechanger, Aerial Fortress, Trickster, Power Shot+"
243812,Rodrygo,Rodrygo Silva de Goes,"RW, ST, RM",85,90,25,2001-01-09,174,64,Brazil,Real Madrid,53,LALIGA EA SPORTS,Right,4,4,88,80,79,87,31,64,83,85,84,9,8,12,8,5,,"Finesse Shot, Dead Ball, Gamechanger, Inventive, Technical"
244260,Dani Olmo,Daniel Olmo Carvajal,"CAM, CM, ST",85,86,28,1998-05-07,179,72,Spain,FC Barcelona,53,LALIGA EA SPORTS,Right,4,4,73,79,83,87,50,56,86,82,86,15,15,13,12,11,,"Finesse Shot, Gamechanger, Incisive Pass, Tiki Taka, Technical, First Touch"
229558,Dayot Upamecano,Dayot Upamecano,CB,85,88,27,1998-10-27,186,90,France,FC Bayern München,19,Bundesliga,Right,3,3,77,45,64,73,84,84,84,74,58,6,7,8,15,9,,"Pinged Pass, Long Ball Pass, Jockey, Bruiser"
234236,Patrik Schick,Patrik Schick,ST,85,85,30,1996-01-24,191,87,Czech Republic,Leverkusen,19,Bundesliga,Left,3,3,72,83,71,81,38,77,85,85,75,11,15,8,9,14,,"Precision Header, Acrobatic, Low Driven Shot"
239580,Bremer,Gleison Bremer Silva Nascimento,CB,85,86,29,1997-03-18,187,84,Brazil,Juventus,31,Serie A Enilive,Right,2,2,82,50,58,66,86,80,78,78,45,13,15,13,5,6,,"Precision Header, Long Ball Pass, Block, Aerial Fortress, Bruiser"
232656,Theo Hernández,Theo Hernández,"LB, LM",84,85,28,1997-10-06,184,81,France,Al Hilal,350,ROSHN Saudi League,Left,3,4,90,76,78,83,79,83,83,80,75,12,10,7,7,7,,"Dead Ball, Block, Anticipate, Rapid, Quick Step, Bruiser"
226161,Marcos Llorente,Marcos Llorente Moreno,"RB, CM, RM",84,84,31,1995-01-30,184,74,Spain,Atlético de Madrid,,LALIGA EA SPORTS,Right,4,3,89,79,78,81,78,82,81,79,79,13,6,6,11,15,,"Power Shot, Whipped Pass, Rapid, Quick Step, Relentless"
